# direction, speed
3.438000000000000256e+01 1.729670832000000047e+00
3.607333333300000078e+01 1.928199999999999914e+00
3.835583333299999964e+01 1.829966656000000080e+00
1.240625000000000000e+01 1.497162494999999982e+00
3.591787499999999795e+02 2.077145827999999916e+00
6.925000000000009592e+00 2.442183345000000116e+00
2.254250000000000043e+01 2.768133331000000030e+00
3.752666666700000064e+01 3.550374999999999837e+00
3.053333333300000163e+01 3.240250002999999879e+00
3.377875000000000227e+01 4.224920830000000294e+00
3.914500000000000313e+01 4.684016671000000187e+00
4.392041666699999780e+01 5.049233327999999688e+00
4.372541666699999752e+01 5.363641677000000385e+00
4.283166666700000036e+01 5.541924988999999968e+00
4.491875000000000284e+01 5.475266648999999930e+00
5.160208333300000305e+01 6.025079157999999602e+00
5.253499999999999659e+01 6.530837507000000208e+00
5.913208333299999708e+01 6.664475007000000062e+00
6.948208333300000561e+01 6.438204155000000206e+00
6.653416666699999382e+01 6.002637501999999792e+00
6.118958333300000163e+01 5.466579152999999636e+00
6.635458333299999367e+01 4.188770837999999941e+00
7.175875000000000625e+01 3.688400006999999814e+00
7.192208333300000334e+01 3.733620832999999806e+00
6.931166666699999723e+01 3.721529170000000164e+00
6.730916666699999951e+01 4.176170843999999605e+00
6.962624999999999886e+01 4.500174981999999879e+00
6.887083333299999310e+01 4.833974988999999667e+00
6.331416666700000206e+01 5.059016671000000187e+00
6.822583333299999708e+01 5.337624997999999898e+00
7.316041666700000690e+01 5.054049993999999657e+00
7.541958333300000561e+01 5.550166661999999640e+00
7.163249999999999318e+01 5.473845835999999743e+00
7.574083333299999765e+01 5.464045853000000008e+00
7.556374999999999886e+01 5.076154158999999666e+00
7.253083333300000390e+01 4.775533325999999690e+00
6.815625000000000000e+01 4.478675016999999592e+00
6.346999999999999886e+01 4.692929163999999709e+00
6.358375000000000199e+01 4.587887514000000166e+00
5.551624999999999943e+01 4.096562504000000438e+00
6.115999999999999659e+01 4.474183338999999648e+00
5.386041666700000263e+01 4.780895826000000071e+00
5.492999999999999972e+01 5.092145823000000071e+00
5.701333333299999850e+01 5.196541659000000202e+00
5.303791666699999752e+01 5.437508324000000393e+00
5.516666666700000121e+01 5.835775008999999791e+00
6.068166666700000178e+01 5.961033333999999684e+00
5.941749999999999687e+01 5.822424992000000188e+00
6.047833333300000191e+01 6.233099988000000202e+00
6.374666666699999951e+01 5.663445840999999703e+00
6.063374999999999915e+01 5.628591676000000099e+00
6.527124999999999488e+01 5.566795840000000162e+00
7.242541666699999325e+01 5.129287491999999560e+00
7.723624999999999829e+01 4.865425006999999802e+00
7.314083333300000334e+01 4.721741654999999760e+00
6.508124999999999716e+01 4.617362479999999714e+00
6.441374999999999318e+01 4.586941657999999755e+00
6.587958333299999936e+01 4.659162483000000243e+00
6.290291666699999951e+01 4.746779169999999937e+00
5.618458333299999907e+01 4.690779165000000361e+00
6.043833333300000277e+01 4.788350011000000350e+00
6.361541666699999809e+01 4.751762500999999972e+00
5.263541666700000121e+01 4.616675004000000193e+00
5.644250000000000256e+01 4.564983330999999644e+00
6.392875000000000085e+01 4.229274987000000152e+00
7.236666666700000405e+01 4.423520839000000038e+00
5.896083333299999651e+01 4.690429147999999770e+00
5.831916666699999752e+01 4.834754175999999681e+00
5.403875000000000028e+01 4.757149998000000046e+00
4.170416666700000263e+01 5.120412500999999672e+00
5.110875000000000057e+01 5.096462490000000400e+00
5.100458333299999936e+01 5.734633331999999584e+00
4.421750000000000114e+01 5.664779152999999567e+00
4.223875000000000313e+01 5.346112492999999688e+00
4.984083333299999907e+01 5.747529155999999695e+00
4.979500000000000171e+01 5.982666645000000116e+00
4.684375000000000000e+01 6.321412491000000244e+00
4.263750000000000284e+01 5.837749987999999668e+00
3.961625000000000085e+01 5.758116670999999798e+00
3.821416666700000064e+01 5.827949997000000160e+00
3.459416666700000320e+01 5.676754155000000246e+00
3.464791666699999695e+01 5.969187500000000313e+00
3.506458333300000163e+01 6.551579159000000097e+00
3.392833333299999765e+01 6.535266673999999831e+00
3.604583333299999737e+01 6.526362512999999588e+00
3.795499999999999829e+01 6.615133310000000044e+00
4.087624999999999886e+01 7.044237510000000313e+00
4.457208333300000191e+01 6.987999997000000185e+00
5.397166666700000093e+01 6.914545848999999578e+00
5.222458333299999822e+01 7.117520827999999966e+00
5.211041666700000263e+01 6.905441704000000236e+00
4.302750000000000341e+01 6.993670815999999846e+00
3.672999999999999687e+01 7.758770829000000369e+00
4.653666666699999865e+01 8.301275021000000365e+00
3.603541666699999979e+01 8.357045822999999984e+00
2.975750000000000028e+01 8.690470837999999532e+00
3.704249999999999687e+01 8.930012518999999926e+00
4.419458333299999708e+01 9.224737483000000182e+00
3.945583333300000106e+01 9.271612508000000474e+00
4.184416666700000320e+01 9.912158349000000257e+00
4.842791666699999809e+01 9.431362474000000162e+00
4.832416666700000007e+01 1.021114584799999925e+01
4.800958333300000191e+01 1.043144586700000076e+01
5.089291666700000150e+01 1.065824167599999939e+01
4.730250000000000199e+01 9.459454158999999862e+00
4.433874999999999744e+01 1.037720001299999950e+01
4.615208333300000021e+01 1.068381250300000040e+01
5.177791666699999951e+01 9.622112469999999362e+00
4.990124999999999744e+01 9.563829143999999616e+00
5.460958333300000334e+01 9.362424995999999666e+00
5.772874999999999801e+01 8.977399978999999419e+00
5.426083333300000078e+01 9.834879157999999677e+00
5.367416666700000150e+01 8.899383328000000759e+00
5.346000000000000085e+01 8.647366667000000007e+00
4.838208333299999708e+01 8.582100000000000506e+00
4.659416666700000320e+01 7.714400007000000059e+00
4.389958333300000248e+01 9.193962458999999754e+00
4.426874999999999716e+01 8.149287490000000744e+00
4.264708333299999765e+01 8.538279165000000503e+00
4.459499999999999886e+01 8.101583331000000499e+00
4.242333333300000220e+01 9.196337501000000358e+00
4.290083333300000135e+01 8.952208360000000198e+00
4.718375000000000341e+01 8.255308318000000867e+00
4.785083333299999708e+01 8.308508317999999448e+00
4.260249999999999915e+01 7.972866673999999598e+00
4.293249999999999744e+01 8.701579182999999773e+00
3.753041666699999723e+01 8.216287507000000545e+00
3.704375000000000284e+01 8.700854142000000735e+00
3.988166666699999752e+01 8.050799970999999999e+00
2.496583333299999907e+01 9.002279165999999222e+00
2.752874999999999872e+01 8.705795803999999194e+00
2.664916666699999936e+01 8.669516662999999568e+00
2.192791666700000164e+01 8.777733330000000223e+00
2.444738062100000064e+01 8.639860953999999538e+00
2.630541666699999936e+01 7.984891655000000199e+00
2.479083333299999836e+01 8.195199991000000850e+00
2.751583333299999978e+01 7.632637491999999746e+00
2.492999999999999972e+01 8.015058321999999791e+00
2.754208333300000078e+01 8.704566638999999384e+00
2.681458333300000163e+01 9.050933350999999405e+00
3.700416666699999979e+01 8.271354128000000472e+00
3.092374999999999829e+01 7.812579151000000444e+00
3.268958333300000163e+01 8.271562495999999598e+00
2.856749999999999901e+01 8.299041691999999415e+00
3.133541666700000050e+01 8.673954177000000598e+00
3.680916666699999951e+01 8.568291690000000571e+00
3.678708333299999822e+01 8.544370831000000166e+00
3.398166666699999894e+01 8.418841691000000793e+00
3.227666666700000064e+01 8.365691670000000357e+00
2.900250000000000128e+01 8.914891639000000367e+00
3.001624999999999943e+01 9.395854161999999121e+00
3.432833333300000334e+01 8.787241690000000105e+00
2.186208333300000106e+01 9.833141675000000248e+00
2.616166666699999865e+01 9.960616681999999500e+00
3.002541666699999823e+01 9.556412506999999223e+00
2.172583333300000064e+01 9.750879161000000295e+00
2.217000000000000171e+01 9.992599997999999317e+00
3.207750000000000057e+01 9.681749999999999190e+00
3.717791666699999809e+01 8.842704189999999187e+00
2.784333333300000035e+01 8.975883335000000685e+00
2.755750000000000099e+01 8.966216667999999501e+00
3.131333333299999921e+01 8.735358342999999692e+00
3.504416666699999894e+01 7.751220831000000366e+00
3.429458333299999850e+01 7.889416673000000380e+00
3.012999999999999901e+01 8.247679185999999163e+00
2.578291666699999851e+01 1.044000418299999922e+01
2.266708333300000078e+01 1.036783331700000055e+01
2.563583333300000078e+01 9.746216653999999480e+00
3.613208333299999708e+01 8.922025005000000064e+00
3.284541666700000206e+01 8.478808348999999467e+00
3.667416666700000150e+01 8.448104160999999834e+00
3.578499999999999659e+01 8.685633333000000178e+00
3.460125000000000028e+01 8.486162502999999191e+00
3.892708333299999879e+01 8.597070841000000740e+00
4.188499999999999801e+01 8.567629172000000182e+00
3.854124999999999801e+01 8.893733330999999964e+00
3.821791666699999723e+01 8.584845839999999839e+00
4.181083333299999794e+01 7.694237518999999637e+00
3.839958333300000248e+01 7.434479173999999801e+00
3.515833333300000163e+01 7.066350009999999848e+00
3.610541666700000007e+01 6.942762497000000366e+00
3.112375000000000114e+01 6.983791659000000429e+00
3.518291666700000064e+01 6.948358340000000410e+00
3.084666666700000093e+01 7.274670827999999645e+00
3.217166666699999666e+01 8.077233329000000239e+00
3.163625000000000043e+01 8.072374997000000718e+00
3.117416666700000150e+01 8.166158366999999529e+00
3.385916666699999666e+01 8.046445827999999523e+00
2.928583333299999936e+01 8.318150031000000055e+00
2.688374999999999915e+01 8.881337497000000525e+00
2.696249999999999858e+01 9.655791675999999768e+00
2.878541666699999979e+01 9.319954172999999287e+00
2.956708333299999936e+01 9.034566656999999168e+00
2.790500000000000114e+01 9.205816675999999532e+00
2.841250000000000142e+01 8.861945847999999515e+00
3.011958333300000135e+01 9.150845837000000316e+00
3.149958333300000035e+01 9.188045856000000455e+00
3.445791666699999922e+01 8.996345811999999498e+00
3.571999999999999886e+01 9.273154162000000866e+00
3.635458333300000078e+01 8.747204173000000083e+00
3.153000000000000114e+01 8.913429172000000733e+00
2.369041666700000093e+01 1.001399583000000071e+01
2.221499999999999986e+01 9.810129180000000559e+00
2.283041666700000150e+01 9.936945846000000415e+00
2.547083333300000163e+01 9.150745826999999721e+00
2.586666666700000050e+01 8.987683331999999581e+00
2.575916666699999880e+01 9.119991676999999797e+00
2.488416666699999880e+01 9.102445847000000256e+00
2.497708333299999950e+01 9.443920843000000787e+00
2.180708333300000135e+01 9.555908324000000675e+00
2.239458333299999993e+01 9.135808323999999203e+00
2.113374999999999915e+01 9.148066626000000312e+00
2.157791666700000022e+01 9.213875000999999898e+00
2.545083333299999850e+01 8.310191668999999948e+00
2.566291666700000107e+01 8.026512483999999503e+00
2.202083333299999879e+01 8.268770835999999846e+00
2.063250000000000028e+01 8.463487506999999965e+00
1.936124999999999829e+01 8.740012480000000750e+00
1.906458333300000163e+01 8.760929165000000296e+00
1.952666666700000064e+01 8.893675001000000080e+00
1.699208333300000007e+01 9.074233337000000787e+00
1.602208333300000120e+01 9.290866681000000682e+00
1.405833333300000021e+01 9.251512489999999644e+00
1.416125000000000078e+01 9.282699990999999429e+00
1.391208333300000000e+01 9.468670789999999116e+00
1.472833333300000014e+01 9.007483283999999202e+00
1.864083333299999978e+01 8.707516695000000695e+00
1.649333333299999893e+01 8.621158312000000379e+00
1.718583333300000149e+01 8.236199984000000640e+00
1.894375000000000142e+01 7.989791679999999729e+00
1.856791666699999865e+01 7.829250015000000396e+00
1.721083333300000007e+01 7.461883334999999562e+00
1.685875000000000057e+01 7.336587503999999704e+00
1.742916666700000050e+01 7.241637503999999836e+00
1.813583333300000078e+01 7.065108324999999745e+00
1.679333333299999964e+01 6.844408336999999953e+00
1.549499999999999922e+01 7.074416665000000215e+00
1.688041666699999865e+01 6.294845817999999760e+00
1.858374999999999844e+01 6.308175000000000310e+00
1.699749999999999872e+01 6.290529164999999701e+00
1.954041666699999880e+01 6.049183338999999826e+00
1.678166666699999965e+01 5.802337512000000252e+00
2.214833333300000007e+01 5.928966675999999936e+00
1.913416666699999880e+01 6.127812504999999632e+00
1.721291666699999823e+01 5.938050006000000103e+00
1.137583333299999921e+01 5.902937494999999757e+00
1.255791666700000064e+01 5.645774988000000327e+00
1.363333333299999950e+01 5.399845846999999921e+00
1.305666666700000000e+01 5.240358327000000038e+00
1.405333333299999943e+01 5.260866673999999854e+00
9.270833333000039644e+00 5.326954162999999909e+00
3.595699999999999932e+02 5.480537495000000092e+00
3.586033333330000232e+02 5.584991657999999859e+00
3.574945833329999800e+02 5.408779154000000311e+00
3.594445833330000255e+02 4.767999997000000434e+00
3.598983333329999823e+02 4.544558331000000173e+00
3.599395833329999732e+02 3.968945849999999886e+00
3.518450000000000273e+02 4.163941692999999944e+00
3.523808333329999982e+02 4.119054173000000318e+00
3.485799999999999841e+02 4.295829171000000279e+00
3.509079166669999950e+02 4.022949999999999804e+00
3.428195833330000255e+02 4.426033306999999972e+00
3.487466666669999995e+02 4.105954172999999763e+00
3.541795833329999823e+02 4.392283340999999730e+00
3.590845833330000119e+02 4.424904170999999664e+00
5.136250000000019966e+00 4.105229171000000399e+00
7.106249999999990408e+00 4.520029163000000239e+00
7.095000000000029949e+00 3.992087493000000098e+00
3.586804166669999745e+02 4.332562485000000407e+00
3.594937499999999773e+02 4.583233329999999661e+00
2.539583332999999943e+00 4.259458330000000181e+00
1.143166666700000000e+01 4.365662507999999775e+00
7.875833333000000103e+00 4.552133341000000222e+00
1.079166666699999944e+01 4.368012507000000433e+00
7.232083332999989622e+00 4.066254178000000330e+00
6.775416667000000004e+00 3.452074989999999843e+00
8.705833332999990404e+00 3.501012509000000161e+00
1.589661566999999920e+01 3.154487721999999827e+00
1.952208333300000120e+01 3.612554169000000037e+00
2.401500000000000057e+01 3.409250001000000196e+00
1.836208333300000106e+01 3.581458334000000132e+00
2.320708333299999993e+01 3.154649999000000093e+00
2.510624999999999929e+01 2.419020833999999898e+00
1.791375000000000028e+01 2.370708333000000057e+00
1.983958333300000021e+01 2.245145824000000179e+00
2.182291666700000121e+01 2.155579163000000076e+00
1.386374999999999957e+01 2.200929166999999964e+00
7.108333333000019572e+00 1.879241664000000034e+00
3.423504166669999904e+02 2.291220829999999875e+00
3.410199999999999818e+02 2.837325003000000123e+00
3.416349999999999909e+02 2.533724998999999922e+00
3.429762499999999932e+02 2.649995837000000076e+00
3.514574999999999818e+02 2.681862510000000199e+00
3.521741666670000086e+02 2.441683328999999958e+00
3.577162500000000023e+02 2.517850005000000113e+00
3.540237500000000068e+02 2.287850007999999935e+00
4.907500000000029949e+00 2.637100004000000109e+00
3.595366666670000200e+02 2.400341668999999900e+00
3.509704166669999950e+02 2.156291663999999830e+00
3.480429166669999859e+02 1.880712503000000035e+00
3.562891666670000177e+02 1.529216665000000086e+00
3.504537500000000136e+02 1.721599996999999993e+00
3.539549999999999841e+02 1.525729161999999972e+00
3.464054166669999972e+02 1.738791664999999931e+00
3.464945833329999800e+02 1.858512493999999959e+00
3.392345833329999891e+02 1.590433334999999948e+00
3.404220833329999891e+02 1.736383333000000029e+00
3.416050000000000182e+02 1.687341664000000074e+00
3.289845833329999891e+02 1.119795831000000019e+00
3.334966666669999995e+02 7.682708369999999842e-01
3.379933333330000096e+02 1.262379166000000108e+00
3.252325000000000159e+02 1.719216663999999950e+00
3.215049999999999955e+02 1.555949999999999944e+00
3.280708333329999959e+02 1.442379172000000098e+00
3.293866666669999859e+02 1.390525004999999981e+00
3.052183333329999755e+02 1.736595831999999895e+00
3.148866666669999859e+02 2.119054157999999966e+00
3.063020833329999846e+02 2.416062501999999945e+00
2.949254166669999790e+02 1.844120831999999988e+00
2.965445833329999914e+02 1.744658330999999896e+00
3.035674999999999955e+02 1.643158327000000085e+00
2.973858333329999937e+02 1.478287498000000033e+00
3.054087499999999977e+02 1.145020833000000016e+00
2.830124999999999886e+02 1.077016662999999985e+00
2.814337499999999750e+02 9.705583290000000529e-01
2.754654166669999995e+02 9.703583329999999618e-01
2.775708333329999959e+02 8.673541649999999548e-01
2.655458333330000187e+02 1.185416663000000037e+00
2.782483333330000050e+02 1.403766666999999968e+00
2.991216666669999995e+02 1.790141664000000077e+00
3.022024999999999864e+02 1.775787492000000078e+00
3.072412499999999795e+02 1.644804166999999984e+00
3.056287500000000250e+02 1.654858332999999959e+00
2.789962499999999750e+02 1.031341668999999905e+00
2.743804166670000200e+02 1.190941666000000065e+00
2.512758333330000085e+02 9.481458339999999652e-01
2.233929166670000086e+02 1.205187497999999913e+00
2.182270833329999959e+02 1.700816668000000087e+00
2.116695833329999914e+02 1.838808331000000074e+00
2.082662500000000136e+02 1.719924999999999926e+00
2.094487499999999898e+02 2.055137488000000179e+00
1.959870833329999869e+02 2.061512491999999863e+00
1.950779166670000109e+02 2.276912496000000008e+00
1.936216666669999995e+02 2.302754166000000158e+00
2.014729166669999927e+02 2.784908327000000128e+00
1.954341666669999995e+02 3.119812507999999873e+00
2.020537500000000080e+02 3.001308331000000162e+00
2.135024999999999977e+02 3.163204163000000069e+00
2.114099999999999966e+02 3.433383339000000145e+00
2.232562499999999943e+02 3.380433329999999792e+00
2.313854166669999870e+02 3.135025005999999781e+00
2.160449999999999875e+02 3.525120836999999785e+00
2.227645833329999903e+02 3.807870847999999864e+00
2.242500000000000000e+02 3.698387499999999939e+00
2.381287499999999966e+02 3.913812501999999860e+00
2.427912499999999909e+02 4.119554173000000041e+00
2.490337499999999977e+02 4.237245826999999743e+00
2.455487500000000125e+02 3.962712499000000221e+00
2.473479166669999927e+02 4.049945827000000165e+00
2.508675000000000068e+02 3.905554173000000073e+00
2.510162500000000136e+02 4.002583346999999847e+00
2.536787500000000080e+02 4.142583338999999754e+00
2.482441666670000018e+02 3.840670842999999834e+00
2.456366666669999859e+02 3.929166672000000027e+00
2.449962500000000034e+02 4.039687512000000424e+00
2.461270833330000016e+02 4.063854176000000429e+00
2.403383333330000085e+02 4.181641680000000250e+00
2.458737500000000011e+02 4.068466661000000428e+00
2.515487500000000125e+02 4.293216658999999602e+00
2.484795833329999937e+02 3.978987506999999813e+00
2.514079166669999950e+02 3.887395836000000049e+00
2.493195833329999971e+02 4.012504169999999704e+00
2.522879166669999904e+02 3.900058340999999817e+00
2.500195833330000141e+02 3.905800006000000213e+00
2.470262500000000045e+02 4.040812512999999662e+00
2.477058333329999869e+02 4.148620836000000089e+00
2.505462499999999864e+02 3.977883344999999959e+00
2.496112500000000125e+02 3.801291667000000096e+00
2.453229166669999870e+02 3.909612494000000105e+00
2.430687499999999943e+02 4.190220842999999640e+00
2.356545833330000050e+02 4.222745820000000094e+00
2.276608333329999994e+02 4.299108316999999957e+00
2.338933333329999869e+02 4.593070844999999736e+00
2.359441666669999904e+02 4.714083345999999786e+00
2.322795833330000050e+02 4.671920856999999927e+00
2.266020833329999959e+02 4.644458326999999720e+00
2.220916666669999984e+02 4.553700001000000164e+00
2.230620833330000039e+02 4.598720836000000034e+00
2.162500000000000000e+02 4.417812511000000164e+00
2.137075000000000102e+02 4.321750020999999720e+00
2.072283333329999948e+02 4.548216664999999992e+00
2.098554166669999859e+02 4.708037490999999797e+00
2.106941666669999904e+02 4.644337497000000425e+00
2.159187499999999886e+02 5.195962491999999600e+00
2.111166666670000041e+02 5.473766674000000165e+00
2.047741666670000029e+02 5.677358335000000089e+00
2.058508333329999971e+02 5.899987507999999714e+00
2.083687500000000057e+02 6.006425004999999651e+00
2.093612500000000125e+02 6.227791653999999788e+00
2.067316666670000131e+02 6.565491667999999947e+00
2.069295833330000107e+02 6.688729161000000367e+00
2.039212499999999864e+02 6.886662492000000135e+00
2.010408333329999948e+02 7.217141684999999640e+00
2.037824999999999989e+02 7.710029151999999719e+00
2.054474999999999909e+02 8.137608333999999388e+00
2.050708333329999959e+02 8.510583322000000450e+00
2.092800000000000011e+02 9.642270839000000038e+00
2.095850000000000080e+02 9.289683346000000341e+00
2.095858333330000107e+02 9.804029175000000151e+00
2.088162499999999966e+02 9.719758339000000191e+00
2.080791666670000097e+02 9.989916669999999499e+00
2.092962499999999864e+02 1.027947080200000052e+01
2.092191666669999961e+02 1.016793750599999946e+01
2.086745833329999869e+02 9.700050015000000414e+00
2.085908333330000062e+02 9.919299988000000567e+00
2.091612499999999955e+02 1.090241670500000026e+01
2.106750000000000114e+02 1.083634166400000076e+01
2.123741666669999972e+02 1.096182502799999980e+01
2.137175000000000011e+02 1.137543749800000015e+01
2.146141666670000063e+02 1.163862086099999971e+01
2.171279166669999938e+02 1.178244583999999939e+01
2.180732159410000008e+02 1.230849860999999912e+01
2.212370833329999869e+02 1.243760000300000002e+01
2.226716666670000109e+02 1.271121251900000004e+01
2.249720833330000005e+02 1.262337081599999955e+01
2.256362499999999898e+02 1.265825418000000013e+01
2.259083333330000016e+02 1.265437916099999960e+01
2.284983333330000050e+02 1.207050831699999982e+01
2.286266666669999950e+02 1.208779999999999966e+01
2.276841666669999995e+02 1.175633331699999928e+01
2.245004166669999961e+02 1.117177912999999911e+01
2.284558333329999869e+02 1.173359586099999952e+01
2.301254166669999961e+02 1.188870417200000063e+01
2.306608333329999994e+02 1.230266669499999921e+01
2.338054166670000029e+02 1.209059166699999999e+01
2.364537500000000136e+02 1.220185832700000006e+01
2.373966666670000052e+02 1.249870832100000051e+01
2.381374999999999886e+02 1.241419999100000027e+01
2.391783333330000119e+02 1.243277917700000046e+01
2.453733333330000050e+02 1.314887914700000060e+01
2.500237500000000068e+02 1.429932501699999925e+01
2.506175000000000068e+02 1.382634170300000065e+01
2.467858333329999994e+02 1.342242498799999950e+01
2.470008333330000028e+02 1.362310415199999980e+01
2.406795833330000107e+02 1.340357918700000006e+01
2.441870833330000039e+02 1.340525416600000064e+01
2.451775000000000091e+02 1.389765416500000050e+01
2.429429166669999915e+02 1.395805414900000052e+01
2.410812500000000114e+02 1.401702085300000000e+01
2.456612499999999955e+02 1.404608335300000022e+01
2.466233333330000050e+02 1.418907918400000057e+01
2.487137500000000045e+02 1.538052503099999946e+01
2.504641666670000006e+02 1.569935000499999944e+01
2.503058333330000096e+02 1.529994165599999967e+01
2.505699999999999932e+02 1.519677917799999989e+01
2.478824999999999932e+02 1.434760000500000032e+01
2.506412500000000136e+02 1.521747498500000084e+01
2.564554166670000086e+02 1.536654584599999929e+01
2.557195833330000028e+02 1.559378750599999996e+01
2.545329166669999950e+02 1.522203744499999978e+01
2.533308333329999869e+02 1.547883333200000067e+01
2.531116666670000086e+02 1.548600415800000007e+01
2.518041666670000041e+02 1.542473749100000013e+01
2.540250000000000057e+02 1.505117083800000088e+01
2.524708333330000016e+02 1.505129587300000082e+01
2.533104166669999984e+02 1.506193335899999930e+01
2.555112499999999898e+02 1.557382916599999945e+01
2.565975000000000250e+02 1.513099170199999932e+01
2.564366666669999972e+02 1.451183751199999961e+01
2.562891666670000177e+02 1.407817502800000042e+01
2.584437500000000227e+02 1.452834583599999974e+01
2.603333333329999846e+02 1.504015833799999946e+01
2.606499999999999773e+02 1.492642914400000009e+01
2.594470833330000232e+02 1.491981249100000007e+01
2.641408333329999891e+02 1.449715000499999995e+01
2.639937499999999773e+02 1.359918749500000068e+01
2.648045833329999823e+02 1.407164998800000077e+01
2.652108333329999823e+02 1.385192917200000018e+01
2.660745833330000210e+02 1.341762083499999925e+01
2.667958333330000187e+02 1.369321668799999969e+01
2.646320833330000255e+02 1.387122084499999985e+01
2.633583333330000187e+02 1.357380833200000048e+01
2.616995833330000210e+02 1.307233333799999997e+01
2.618037499999999795e+02 1.283227917500000004e+01
2.617491666669999972e+02 1.241624583199999954e+01
2.651750000000000114e+02 1.258184999200000043e+01
2.651937500000000227e+02 1.210769999100000049e+01
2.655529166669999768e+02 1.213978752499999914e+01
2.644929166669999745e+02 1.271298747500000026e+01
2.665483333330000164e+02 1.295776666000000077e+01
2.651575000000000273e+02 1.240487084799999984e+01
2.640654166670000222e+02 1.222217498600000063e+01
2.639229166669999813e+02 1.217187915999999959e+01
2.626258333330000028e+02 1.163177500299999956e+01
2.645479166669999813e+02 1.190823750000000025e+01
2.627829166669999950e+02 1.201042917600000060e+01
2.619679166669999972e+02 1.220961251299999972e+01
2.642091666669999768e+02 1.124204581500000089e+01
2.614579166670000063e+02 1.051634165799999998e+01
2.616358333329999937e+02 1.112900834699999919e+01
2.645183333329999869e+02 1.110124165699999921e+01
2.658750000000000000e+02 1.050713336899999995e+01
2.672254166669999904e+02 1.031002915100000017e+01
2.636945833330000255e+02 1.003010833599999962e+01
2.628404166669999995e+02 9.693062524000000124e+00
2.687279166669999881e+02 9.256320808999999983e+00
2.670699999999999932e+02 8.867991660999999581e+00
2.655895833330000073e+02 8.701916655999999861e+00
2.660587499999999750e+02 8.953087483999999208e+00
2.655129166670000131e+02 9.141129150999999453e+00
2.659729166669999927e+02 9.189412506000000036e+00
2.694558333329999869e+02 9.113416681000000352e+00
2.911420833330000164e+02 9.521570851999999974e+00
3.029666666670000268e+02 9.114004154999999940e+00
3.045258333329999800e+02 8.640595827000000284e+00
3.057375000000000114e+02 8.618024995000000743e+00
3.085158333329999891e+02 8.085058346000000284e+00
3.052966666670000109e+02 7.457995847000000289e+00
3.034254166669999790e+02 7.015525000000000233e+00
2.981374999999999886e+02 7.160916667999999596e+00
2.987475000000000023e+02 6.432629169000000147e+00
2.976679166669999859e+02 6.207854163000000369e+00
2.954666666670000268e+02 6.087750007000000352e+00
3.003387500000000045e+02 6.248991683999999935e+00
2.976187499999999773e+02 6.104979164999999597e+00
3.030679166670000200e+02 6.074845825999999782e+00
3.008083333330000073e+02 5.768641664999999641e+00
3.035808333329999869e+02 5.347833332000000439e+00
3.063287500000000136e+02 5.371262512999999572e+00
3.090983333330000278e+02 4.918733330000000237e+00
3.024545833330000164e+02 5.088729174000000022e+00
2.912387499999999818e+02 4.724766665999999837e+00
2.993725000000000023e+02 4.292779170000000200e+00
2.930716666669999881e+02 4.364483331999999827e+00
2.905445833329999914e+02 4.483695823999999774e+00
2.849470833330000232e+02 3.981620850000000100e+00
2.797779166669999995e+02 4.044983338999999845e+00
2.777825000000000273e+02 4.245125006000000312e+00
2.814820833329999914e+02 4.414650006999999654e+00
2.828633333330000141e+02 4.704008338999999594e+00
2.784533333329999891e+02 4.749495838999999719e+00
2.817670833330000164e+02 4.681541662999999964e+00
2.768020833329999846e+02 5.146320821999999851e+00
2.750145833330000187e+02 5.319987502000000035e+00
2.733237500000000182e+02 5.208108316999999765e+00
2.770575000000000045e+02 5.468195834000000310e+00
2.784616666669999745e+02 5.803808343000000036e+00
2.833804166670000200e+02 6.327824992000000037e+00
2.828341666669999768e+02 5.814041657999999835e+00
2.819991666669999972e+02 6.760729168000000122e+00
2.756216666669999995e+02 6.268200006999999907e+00
2.767908333330000232e+02 6.159566679000000100e+00
2.760466666670000109e+02 6.477475004999999619e+00
2.763324999999999818e+02 6.648895847000000359e+00
2.677987499999999841e+02 5.538800001000000250e+00
2.680274999999999750e+02 5.572720838000000398e+00
2.630145833330000187e+02 5.771420831999999557e+00
2.683679166669999745e+02 5.929366672999999643e+00
2.715529166669999768e+02 6.094074985999999861e+00
2.721879166670000245e+02 6.174941665999999607e+00
2.729691666670000245e+02 5.856116660999999723e+00
2.721125000000000114e+02 6.049608348999999663e+00
2.736520833330000073e+02 6.370575007000000234e+00
2.757533333330000005e+02 6.591366679000000062e+00
2.807445833329999800e+02 7.024129173000000392e+00
2.799610208820000139e+02 7.499192582000000051e+00
2.849424999999999955e+02 8.137641665000000302e+00
2.831870833329999755e+02 7.984783308999999996e+00
2.897066666669999790e+02 7.841291675999999988e+00
2.908870833330000210e+02 7.549145829999999613e+00
2.849075000000000273e+02 7.293854158000000254e+00
2.850204166670000063e+02 7.379420817999999826e+00
2.813516666670000177e+02 7.272399999000000115e+00
2.854970833329999778e+02 7.229720840999999787e+00
2.820491666670000086e+02 7.820520866999999932e+00
2.830487499999999841e+02 6.973212509999999753e+00
2.816725000000000136e+02 7.179250007000000267e+00
2.796825000000000045e+02 7.562433331000000258e+00
2.810000000000000000e+02 7.343787508000000130e+00
2.811320833330000255e+02 7.707049997000000374e+00
2.820729166670000154e+02 7.525074996999999932e+00
2.824241666670000086e+02 8.586937498999999363e+00
2.837370833329999869e+02 8.204133310999999651e+00
