# direction, speed
2.665433333330000210e+02 9.321587499999999693e+00
2.691929166670000200e+02 9.141512503999999595e+00
2.678025000000000091e+02 9.073237488000000184e+00
2.637712500000000091e+02 9.179100001000000120e+00
2.624954166669999722e+02 9.070574996999999584e+00
2.619445833330000255e+02 8.662216666999999148e+00
2.615812500000000114e+02 8.706208337999999713e+00
2.616587499999999977e+02 8.321041670999999695e+00
2.597754166670000018e+02 8.167725005999999510e+00
2.563274999999999864e+02 8.303429154999999895e+00
2.556004166669999904e+02 8.415587500999999193e+00
2.545704166669999893e+02 8.302170857000000126e+00
2.534120833329999982e+02 7.978895842000000016e+00
2.540891666670000006e+02 7.821875007000000046e+00
2.527408333330000119e+02 8.124937499999999702e+00
2.516229166669999984e+02 8.173037501999999677e+00
2.519354166669999984e+02 8.161875009999999264e+00
2.501899999999999977e+02 7.861825000999999702e+00
2.504941666670000018e+02 7.685441667000000088e+00
2.499679166669999972e+02 7.438150002999999622e+00
2.467487500000000011e+02 7.419187501999999768e+00
2.459887500000000102e+02 7.407250008000000108e+00
2.455920833330000050e+02 7.690104171999999849e+00
2.465058333329999982e+02 7.441058338999999577e+00
2.440487500000000125e+02 6.805720830000000277e+00
2.424079166669999950e+02 6.605275003000000034e+00
2.427712500000000091e+02 6.944829168000000053e+00
2.432770833330000073e+02 7.362304174000000145e+00
2.436516666670000006e+02 7.153887502999999981e+00
2.417583333329999959e+02 7.168362496000000306e+00
2.415970833330000005e+02 6.710112500000000146e+00
2.385629166669999961e+02 6.481066663000000005e+00
2.356416666670000097e+02 6.603037503000000363e+00
2.340704166669999893e+02 6.400845827999999571e+00
2.299650000000000034e+02 5.951474998000000127e+00
2.271658333329999948e+02 5.619195838999999637e+00
2.263266666670000120e+02 5.836849994999999680e+00
2.260091666669999881e+02 5.855033334999999894e+00
2.265275000000000034e+02 5.575725003999999707e+00
2.254037500000000023e+02 5.242950000999999638e+00
2.243470833330000005e+02 5.172733331999999962e+00
2.276120833329999869e+02 5.757304168000000111e+00
2.286491666670000029e+02 5.978062496999999809e+00
2.274566666670000075e+02 6.147945834999999803e+00
2.306608333329999994e+02 6.477854166000000191e+00
2.271970833329999948e+02 6.563704168000000116e+00
2.259195833329999914e+02 6.023395834999999643e+00
2.274387499999999989e+02 6.745554170000000127e+00
2.263108333330000050e+02 6.640566666999999867e+00
2.256454166670000063e+02 6.314195833000000313e+00
2.252645833329999903e+02 6.175183334999999829e+00
2.236808333330000096e+02 6.385283334000000366e+00
2.245791666670000097e+02 5.949675000000000047e+00
2.284424999999999955e+02 6.571779163999999618e+00
2.258808333329999982e+02 6.273933333999999640e+00
2.290637499999999989e+02 6.724204166999999899e+00
2.279879166670000075e+02 6.660150004000000123e+00
2.285966666669999938e+02 7.208424996999999834e+00
2.229350000000000023e+02 6.263699996999999797e+00
2.173420833330000050e+02 6.382837502000000107e+00
2.174424999999999955e+02 6.596470833999999783e+00
2.158366666670000029e+02 5.839837506000000289e+00
2.114966666669999995e+02 5.842733332999999973e+00
2.095225000000000080e+02 6.014808333999999590e+00
2.064687500000000000e+02 6.053895834999999614e+00
2.022029166670000109e+02 5.707562505000000286e+00
2.033874999999999886e+02 6.408625003000000042e+00
2.043908333329999891e+02 6.895379167999999837e+00
2.077354166670000097e+02 6.802983333000000243e+00
2.097283333329999948e+02 7.517120840999999665e+00
2.105475000000000136e+02 7.317762499999999726e+00
2.126899999999999977e+02 7.421712505000000348e+00
2.113474999999999966e+02 7.194687502999999928e+00
2.131349999999999909e+02 7.077666671000000242e+00
2.091245833330000039e+02 6.966933341999999918e+00
2.060949999999999989e+02 7.077149995000000082e+00
2.069854166670000097e+02 7.434329168999999737e+00
2.133783333330000005e+02 7.540737503999999980e+00
2.125279166669999995e+02 7.035133335000000265e+00
2.163914048059999971e+02 7.604403884999999974e+00
2.182337499999999864e+02 7.816116669000000350e+00
2.198812499999999943e+02 7.877575002000000381e+00
2.189866666670000086e+02 7.583583338999999590e+00
2.160745833329999925e+02 7.363775004999999929e+00
2.172662500000000136e+02 7.035237502000000198e+00
2.168170833329999994e+02 7.008162492000000299e+00
2.184454166669999893e+02 7.252270830999999696e+00
2.161949999999999932e+02 7.278941668999999948e+00
2.135374999999999943e+02 7.179275003999999960e+00
2.114250000000000114e+02 7.336725005999999993e+00
2.143154166669999938e+02 7.562433329000000093e+00
2.170541666670000041e+02 7.911783340999999581e+00
2.151395833329999903e+02 7.272116666999999701e+00
2.136679166669999859e+02 7.770525011000000148e+00
2.169358333330000050e+02 7.676291671000000427e+00
2.219666666669999984e+02 7.702250004999999788e+00
2.248329166670000063e+02 7.304020837000000377e+00
2.293899999999999864e+02 7.066912498999999848e+00
2.280537500000000080e+02 6.458704162000000082e+00
2.251125000000000114e+02 6.143666664000000388e+00
2.206820833330000085e+02 5.820058339000000025e+00
2.163758333330000028e+02 5.830812494999999984e+00
2.215762499999999875e+02 5.729783328999999981e+00
2.219566666670000075e+02 5.042579167999999612e+00
2.180162500000000136e+02 4.962458334999999998e+00
2.082183333330000039e+02 5.363633335000000280e+00
2.086220833330000062e+02 4.903612503999999817e+00
2.093037500000000080e+02 4.652041675999999626e+00
2.063991666670000029e+02 4.990695834000000275e+00
2.028491666669999915e+02 4.734845831000000338e+00
2.099383333330000028e+02 4.448441669000000154e+00
2.095266666670000006e+02 4.185487515000000158e+00
2.130083333329999959e+02 4.285229171000000115e+00
2.129637500000000045e+02 4.209800007000000122e+00
2.047216666669999938e+02 4.289683336999999597e+00
2.033691666670000018e+02 4.126512510000000411e+00
2.031833333330000073e+02 4.302875009000000084e+00
2.005666666669999927e+02 4.054291674999999984e+00
1.943300000000000125e+02 3.808429170000000141e+00
1.901999999999999886e+02 3.799337503999999921e+00
1.909637500000000045e+02 3.763604174000000135e+00
1.939399999999999977e+02 3.922437503999999908e+00
1.940312500000000000e+02 4.288370834000000187e+00
1.935995833329999982e+02 4.439233332999999782e+00
1.920095833329999948e+02 4.697950005000000040e+00
1.891666666669999870e+02 4.395708331999999885e+00
1.880529166670000052e+02 3.865166674000000135e+00
1.942299999999999898e+02 3.899133339000000031e+00
1.885420833329999937e+02 4.068754182000000164e+00
1.752287499999999909e+02 4.380991674999999752e+00
1.734945833330000085e+02 4.397858335999999646e+00
1.764329166670000006e+02 3.920187502000000102e+00
1.851491666670000029e+02 3.670141667999999857e+00
1.879141666669999893e+02 3.423366666000000169e+00
1.839604166670000041e+02 3.090183330999999978e+00
1.820766666670000120e+02 3.436458335999999836e+00
1.811708333329999903e+02 4.319716677999999810e+00
1.839416666669999927e+02 4.485620832999999585e+00
1.840587500000000034e+02 4.676483334000000269e+00
1.807620833329999925e+02 4.798120823999999729e+00
1.811937499999999943e+02 4.701945841999999764e+00
1.843487499999999955e+02 4.507333314000000257e+00
1.950829166670000063e+02 4.799845838000000420e+00
1.957795833330000050e+02 4.567150006000000317e+00
1.941395833329999903e+02 4.075008336999999869e+00
1.931374999999999886e+02 4.075074996999999755e+00
1.990504166670000075e+02 4.454887498999999806e+00
2.039950000000000045e+02 4.535279165999999584e+00
2.082966666670000109e+02 5.202808330999999953e+00
2.076608333329999994e+02 5.730887501999999856e+00
2.113054166670000029e+02 5.895541668999999985e+00
2.140145833329999903e+02 6.030070833999999991e+00
2.174470833329999948e+02 6.164062496999999752e+00
2.246716666670000109e+02 6.032112503999999653e+00
2.295395833329999959e+02 6.146441668999999663e+00
2.273950000000000102e+02 5.468816679999999764e+00
2.263808333329999982e+02 5.695325000000000415e+00
2.273879166670000131e+02 5.940191667999999758e+00
2.293437500000000000e+02 5.881687503000000206e+00
2.277716666670000052e+02 6.031783332999999914e+00
2.364675000000000011e+02 5.975454165000000373e+00
2.366391666670000120e+02 5.533337502000000185e+00
2.343279166670000109e+02 4.839095829999999765e+00
2.332050000000000125e+02 4.464229165999999971e+00
2.335550000000000068e+02 4.623770836000000273e+00
2.302333333329999903e+02 4.748008334999999747e+00
2.296162500000000080e+02 4.833320833000000150e+00
2.287641666670000120e+02 5.034341668999999797e+00
2.263012500000000102e+02 5.414670830999999573e+00
2.250279166669999995e+02 5.510362505999999883e+00
2.253458333330000016e+02 5.595866666000000045e+00
2.262041666670000097e+02 5.570358327000000109e+00
2.258041666670000041e+02 5.714304166999999879e+00
2.288158333330000005e+02 5.704387492000000393e+00
2.314424999999999955e+02 5.906529159999999834e+00
2.280354166669999927e+02 5.989045836999999928e+00
2.263899999999999864e+02 6.236445838999999935e+00
2.251225000000000023e+02 6.294054165999999562e+00
2.262120833330000096e+02 6.439020833999999915e+00
2.239449999999999932e+02 6.305833329000000376e+00
2.239195833329999914e+02 5.685716669999999695e+00
2.229333333330000073e+02 5.467899996999999956e+00
2.245454166670000120e+02 5.483887497999999638e+00
2.228595833329999891e+02 5.543141671999999964e+00
2.188937500000000114e+02 5.485825006999999864e+00
2.160475000000000136e+02 5.701591668999999918e+00
2.168891666670000120e+02 5.952475001999999904e+00
2.200625000000000000e+02 5.809645831000000094e+00
2.188054166670000029e+02 5.653454168999999752e+00
2.177308333329999925e+02 5.864770831000000406e+00
2.192229166669999927e+02 5.899700000000000166e+00
2.174170833329999937e+02 5.894383333999999586e+00
2.212929166669999859e+02 6.216704170999999945e+00
2.234287500000000080e+02 5.597470837000000365e+00
2.122366666670000086e+02 5.581224999999999881e+00
2.107329166670000120e+02 5.794924999000000021e+00
2.131670833329999937e+02 5.789049995000000060e+00
2.154149999999999920e+02 5.680933332000000391e+00
2.067754166670000018e+02 5.826529167000000342e+00
2.047158333330000062e+02 5.988066670000000258e+00
2.033987500000000068e+02 6.361375003000000028e+00
2.031541666669999984e+02 6.180879177999999641e+00
2.038300000000000125e+02 6.509025000000000283e+00
2.001837500000000034e+02 5.686687501999999839e+00
2.045008333330000028e+02 6.613141666999999835e+00
2.038737500000000011e+02 6.608258335999999566e+00
2.040558333330000096e+02 6.448816664999999837e+00
2.015687499999999943e+02 6.657758330000000058e+00
1.993458333330000016e+02 7.121775002999999771e+00
2.019604166670000041e+02 7.712112506000000423e+00
2.056083333329999903e+02 7.844116677999999787e+00
2.048470833330000005e+02 7.426729168999999686e+00
2.033300000000000125e+02 7.329637500999999666e+00
2.037858333329999994e+02 7.425566658000000153e+00
2.058829166669999893e+02 7.897066671000000149e+00
2.053462499999999977e+02 7.547512502000000012e+00
2.059358333330000050e+02 7.515620840000000413e+00
2.096537500000000023e+02 7.990445849000000322e+00
2.069362500000000011e+02 7.762858342000000356e+00
2.079804166669999859e+02 7.356362507000000051e+00
2.108725000000000023e+02 7.858620832999999806e+00
2.089062500000000000e+02 7.370654167999999729e+00
2.087837499999999977e+02 8.429129181000000415e+00
2.107269782509999914e+02 9.025983338999999717e+00
2.134600000000000080e+02 9.522595820999999461e+00
2.141112500000000125e+02 9.136483334999999428e+00
2.132045833329999880e+02 8.874491653999999841e+00
2.154087499999999977e+02 8.673133333999999195e+00
2.168754166669999961e+02 8.911837488999999835e+00
2.193204166669999893e+02 8.560116671999999483e+00
2.216941666669999904e+02 8.368404175000000222e+00
2.221595833330000005e+02 8.347850000999999409e+00
2.242662500000000136e+02 8.989108331000000618e+00
2.228433333330000039e+02 9.672362504000000527e+00
2.193937500000000114e+02 9.561279171000000687e+00
2.200470833329999891e+02 9.692804169000000414e+00
2.190033333330000005e+02 9.459320845000000588e+00
2.195470833329999891e+02 9.984595821999999288e+00
2.191387499999999875e+02 1.014949583599999983e+01
2.169604166670000041e+02 9.496808334000000684e+00
2.156112500000000125e+02 8.853537496999999590e+00
2.182287499999999909e+02 8.900850000000000151e+00
2.183533333329999948e+02 8.723787499000000167e+00
2.181366666669999859e+02 8.634537503000000669e+00
2.175116666669999859e+02 8.693116671000000295e+00
2.188920833329999880e+02 8.965983346999999881e+00
2.204808333329999925e+02 8.786441665999999984e+00
2.197400000000000091e+02 8.880604175000000211e+00
2.217904166669999881e+02 9.345737507999999139e+00
2.194737499999999955e+02 8.656675000999999980e+00
2.247429166670000029e+02 8.911416659000000351e+00
2.254287500000000080e+02 8.466470837999999333e+00
2.236520833330000073e+02 8.650079169999999706e+00
2.218054166670000029e+02 8.336662499999999199e+00
2.227945833329999914e+02 8.458695845999999463e+00
2.221466666670000052e+02 9.021262509999999679e+00
2.223341666670000052e+02 8.699512499000000787e+00
2.229504166670000131e+02 8.678991672000000435e+00
2.233566666670000131e+02 8.316170843000000090e+00
2.232154166669999995e+02 7.872016676000000324e+00
2.271816666670000018e+02 8.033700009000000364e+00
2.311908333330000005e+02 8.274670839000000555e+00
2.331662499999999909e+02 8.924041666999999123e+00
2.308600000000000136e+02 8.614874999999999616e+00
2.285541666670000041e+02 8.579433337999999409e+00
2.263212499999999920e+02 8.689170838000000785e+00
2.187508333330000028e+02 8.115404166999999447e+00
2.152237499999999955e+02 7.827308335999999755e+00
2.154350000000000023e+02 7.545612503000000082e+00
2.128416666669999984e+02 7.523537508000000429e+00
2.120287500000000023e+02 7.362975006000000100e+00
2.208720833330000062e+02 7.721787508000000244e+00
2.307520833330000016e+02 7.661833335999999939e+00
2.334749999999999943e+02 7.345520835000000304e+00
2.348824999999999932e+02 7.463016670000000019e+00
2.377770833330000073e+02 6.454033331999999845e+00
2.369300000000000068e+02 6.139750002000000428e+00
2.368679166670000029e+02 5.471337497999999577e+00
2.341083333329999903e+02 5.837716671999999996e+00
2.327908333329999948e+02 7.023875002999999673e+00
2.366741666670000086e+02 7.328233326000000325e+00
2.427416666670000041e+02 6.302504160999999883e+00
2.397887499999999932e+02 5.822600000000000442e+00
2.366550000000000011e+02 6.301766665999999795e+00
2.390408333329999948e+02 6.005166667000000125e+00
2.351787500000000080e+02 5.410270842000000080e+00
2.295674999999999955e+02 5.799495835000000099e+00
2.357216666669999938e+02 6.024374995999999705e+00
2.303229166669999870e+02 5.583937498000000055e+00
2.294850000000000136e+02 5.716250001999999775e+00
2.285629166669999961e+02 5.634491674000000394e+00
2.255149999999999864e+02 5.554887499000000339e+00
2.297704166670000063e+02 5.448337497999999890e+00
2.282287499999999909e+02 5.084733329999999718e+00
2.260204166670000063e+02 4.481441668000000433e+00
2.272420833330000107e+02 4.635887498999999856e+00
2.246079166670000120e+02 4.463987505000000411e+00
2.175958333330000016e+02 4.054670836999999750e+00
2.134424999999999955e+02 4.420704161999999826e+00
2.225662499999999966e+02 4.328287504999999591e+00
2.228645833330000130e+02 4.461400009000000111e+00
2.218625000000000114e+02 4.500725000000000087e+00
2.208595833329999891e+02 4.321400004000000017e+00
2.213375000000000057e+02 4.339870838000000397e+00
2.215999999999999943e+02 4.427254171999999599e+00
2.249341666669999995e+02 3.915716671000000204e+00
2.264020833330000073e+02 3.896716672000000159e+00
2.267483333330000050e+02 3.972087515000000124e+00
2.296704166670000120e+02 3.704466672000000127e+00
2.293854166669999870e+02 4.073512505000000061e+00
2.297166666669999984e+02 3.707037501999999929e+00
2.296558333330000039e+02 3.758012502000000143e+00
2.212379166670000075e+02 3.507595831999999803e+00
2.276662499999999909e+02 3.374833329999999965e+00
2.291937499999999943e+02 3.260545837000000002e+00
2.334283333330000119e+02 3.115154165999999947e+00
2.370283333330000062e+02 3.445583333000000081e+00
2.428587499999999864e+02 3.844950004999999837e+00
2.474216666670000109e+02 3.683025001999999937e+00
2.534033333330000062e+02 3.115745833000000076e+00
2.589995833329999755e+02 2.729320834000000140e+00
2.572149999999999750e+02 2.355816663999999783e+00
2.624287499999999795e+02 2.326625002000000109e+00
2.656866666669999972e+02 2.192479162999999787e+00
2.631695833329999914e+02 2.092529161999999943e+00
2.559866666670000086e+02 1.683883334999999981e+00
2.366554166669999972e+02 1.314679168000000065e+00
2.209391666669999950e+02 1.326479167000000015e+00
2.052287499999999909e+02 1.211216666999999969e+00
2.593158333330000005e+02 5.611333339999999836e-01
5.790708333300000277e+01 4.776249980000000228e-01
2.322245833329999982e+02 7.812583330000000270e-01
1.475220833330000119e+02 1.448241665999999928e+00
1.580454166670000120e+02 1.829283331000000068e+00
1.852274999999999920e+02 2.139404181000000182e+00
1.799320833330000085e+02 2.243941664999999919e+00
1.667191666669999961e+02 1.446050000000000058e+00
1.544554166670000086e+02 1.353854166999999942e+00
1.533820833329999971e+02 1.411666665999999903e+00
1.601970833329999948e+02 1.200533333000000091e+00
2.390312500000000000e+02 7.612583320000000375e-01
2.919070833330000028e+02 6.724749989999999622e-01
1.516291666699999929e+01 1.066645832000000071e+00
8.517291666699999553e+01 1.398062498999999903e+00
8.577458333299999538e+01 1.118016665000000076e+00
7.704083333299999481e+01 7.864708320000000086e-01
8.636875000000000568e+01 9.130041679999999493e-01
6.403041666699999723e+01 6.518791670000000371e-01
3.341262500000000273e+02 1.341699997999999949e+00
4.214166666999969557e+00 2.168608331999999805e+00
3.519833333300000078e+01 1.717637496000000041e+00
4.078374999999999773e+01 2.410620833999999935e+00
4.018874999999999886e+01 2.620737499000000081e+00
3.417333333300000220e+01 3.023762501000000213e+00
2.740083333300000135e+01 3.650350002999999788e+00
2.488500000000000156e+01 4.050975004999999740e+00
2.754041666699999880e+01 3.976845838000000022e+00
3.838458333300000191e+01 3.971154169000000067e+00
5.150708333299999708e+01 5.246116662000000375e+00
5.530666666700000178e+01 5.741608336999999729e+00
5.581250000000000000e+01 5.423312495000000233e+00
6.071750000000000114e+01 6.261374997999999970e+00
6.469166666700000690e+01 7.585325004999999621e+00
6.797499999999999432e+01 8.420525014000000752e+00
6.874500000000000455e+01 7.920237498999999737e+00
7.048208333300000561e+01 7.615158329999999864e+00
7.100416666700000690e+01 7.491420837999999804e+00
6.970749999999999602e+01 7.190583333000000188e+00
6.641500000000000625e+01 7.389008332000000401e+00
6.401541666699999666e+01 6.564791665000000442e+00
6.328041666699999723e+01 7.200958330999999824e+00
6.159083333299999907e+01 7.273170834000000085e+00
6.126041666700000121e+01 7.614883340999999639e+00
5.889166666700000263e+01 7.084041666000000070e+00
5.362708333300000163e+01 7.182062497999999628e+00
5.549166666699999695e+01 7.921433337999999935e+00
5.569208333299999936e+01 8.243858332000000289e+00
5.487749999999999773e+01 8.592191676000000555e+00
5.428541666699999979e+01 9.063258340000000857e+00
4.942499999999999716e+01 8.894258345000000787e+00
4.403458333300000049e+01 7.606929165999999576e+00
4.394541666700000349e+01 7.205808332000000149e+00
4.213083333299999822e+01 7.080666669000000191e+00
3.501583333300000334e+01 6.256683339000000288e+00
9.208083333300000106e+01 3.768120838999999833e+00
8.520874999999999488e+01 3.277220833999999972e+00
1.014866666669999944e+02 4.007829165999999610e+00
5.406208333299999680e+01 3.458708334999999856e+00
8.816374999999999318e+01 4.187116673000000233e+00
1.047279166670000023e+02 4.556987498999999886e+00
1.079637500000000045e+02 4.141645834000000193e+00
1.085533333329999977e+02 4.730129172999999909e+00
1.042441666670000018e+02 4.800504169999999959e+00
3.299925000000000068e+02 4.835337507000000201e+00
1.383174999999999955e+02 5.881770840999999805e+00
1.447587499999999920e+02 6.026766669999999770e+00
1.470012499999999989e+02 6.095262503999999915e+00
1.538983333330000107e+02 5.355974996999999682e+00
1.451408333329999891e+02 5.399204168999999887e+00
1.382404166670000052e+02 3.880541672000000109e+00
1.370625000000000000e+02 5.602395834000000185e+00
1.443199999999999932e+02 5.716791665999999772e+00
1.378162499999999966e+02 4.795595826999999645e+00
1.808208333329999959e+02 3.124649998999999845e+00
1.531037499999999909e+02 3.522820837999999899e+00
1.461645833329999959e+02 3.640004170000000094e+00
1.430545833330000107e+02 3.113854164000000146e+00
1.668449999999999989e+02 2.380891662999999880e+00
2.116283333330000005e+02 2.725287498000000141e+00
2.078333333330000130e+02 4.901433330999999782e+00
2.021483333330000107e+02 5.267241668999999682e+00
1.667479166669999984e+02 4.723504162000000228e+00
1.680966666669999938e+02 5.129712494999999706e+00
1.688370833330000096e+02 6.042020823999999735e+00
1.664170833329999937e+02 6.702312500999999756e+00
1.643524999999999920e+02 6.164758331999999896e+00
1.660262500000000045e+02 6.310629163999999847e+00
1.674716666669999938e+02 5.801016656999999910e+00
1.725883333330000085e+02 4.848033335000000221e+00
1.804595833330000119e+02 6.966462495000000033e+00
2.173529166669999881e+02 9.588587499000000847e+00
2.632049999999999841e+02 1.092892082300000034e+01
2.501629166669999904e+02 1.073437500900000074e+01
2.466283333330000005e+02 9.769325005000000672e+00
2.519579166670000063e+02 9.903895837000000313e+00
2.578612499999999841e+02 9.048433333000000189e+00
2.558354166670000041e+02 1.230780833400000063e+01
2.628691666670000018e+02 1.433887499899999973e+01
2.705095833330000232e+02 1.181621666899999923e+01
2.451049999999999898e+02 1.086967917099999958e+01
2.516775000000000091e+02 1.139419584000000008e+01
2.483100000000000023e+02 1.146452499499999966e+01
2.424116666669999915e+02 1.145679167499999984e+01
2.457912499999999909e+02 1.196864999599999990e+01
2.446716666670000109e+02 1.256543334700000081e+01
2.390154166670000109e+02 1.221531251500000081e+01
2.324404166669999938e+02 1.452621667600000066e+01
2.384412499999999966e+02 2.144099999399999845e+01
2.580012500000000273e+02 1.380675416999999960e+01
2.479062500000000000e+02 1.860002500499999911e+01
2.471366666669999859e+02 1.708324164900000142e+01
2.505533333330000119e+02 1.679969167599999835e+01
2.517416666670000041e+02 1.562722917900000041e+01
2.549466666669999881e+02 1.708458332400000046e+01
2.600766666669999836e+02 1.581690418700000045e+01
2.605645833329999732e+02 1.544234164100000051e+01
2.669900000000000091e+02 1.436206249800000023e+01
2.631933333329999982e+02 1.344247916900000028e+01
2.602450000000000045e+02 1.231448749499999984e+01
2.545145833329999903e+02 1.203761666299999966e+01
2.516020833329999959e+02 1.209463333399999918e+01
2.531933333329999982e+02 1.121195000200000003e+01
2.420195833330000141e+02 1.115326667399999927e+01
2.364495833329999925e+02 1.029722916799999943e+01
2.321999999999999886e+02 1.016356666599999947e+01
2.308766666669999950e+02 1.019655001299999952e+01
2.432529166669999938e+02 1.038342918100000034e+01
2.452583333329999959e+02 1.065746250800000006e+01
2.474845833329999891e+02 1.072656667500000083e+01
2.435629166669999961e+02 1.063565000700000063e+01
2.456470833330000119e+02 1.079395833300000085e+01
2.374658333330000062e+02 9.931412501000000503e+00
2.433100000000000023e+02 1.099960835599999953e+01
2.437495833330000039e+02 1.020530833800000003e+01
2.481762500000000102e+02 1.004304998599999976e+01
2.475575000000000045e+02 1.004262916899999958e+01
2.384529166670000109e+02 9.213924987000000399e+00
2.370145833329999903e+02 1.034365000999999928e+01
2.384762499999999932e+02 1.098601249899999921e+01
2.443283333329999891e+02 1.059690833500000018e+01
2.417570833329999971e+02 1.056156249000000003e+01
2.424645833330000073e+02 1.025494583699999929e+01
2.449404166669999938e+02 1.031647500599999923e+01
2.419445833329999971e+02 1.015260833099999971e+01
2.383754166669999961e+02 9.340658334000000451e+00
2.445529166670000052e+02 8.978375003000000021e+00
2.447425000000000068e+02 8.759895826999999358e+00
2.515154166670000109e+02 8.305075001000000512e+00
2.615224999999999795e+02 7.926633335000000002e+00
2.620508333330000141e+02 7.924650004000000081e+00
2.676899999999999977e+02 8.053795834000000653e+00
2.686270833329999732e+02 8.774412505000000806e+00
2.690724999999999909e+02 9.223483336999999338e+00
2.685812500000000114e+02 8.954787508000000784e+00
2.674962499999999750e+02 8.535233340999999641e+00
2.653558333330000210e+02 8.914958332999999513e+00
2.620958333329999732e+02 9.095795844999999602e+00
2.641641666670000177e+02 8.363916666999999805e+00
2.602545833330000278e+02 8.815120850999999647e+00
2.644283333330000119e+02 8.074258337999999924e+00
2.569408333330000005e+02 8.114145839000000748e+00
2.555374999999999943e+02 7.976837506999999938e+00
2.570787500000000136e+02 8.500295838999999631e+00
2.502862499999999955e+02 8.144858337000000503e+00
2.520958333330000016e+02 8.014566665000000256e+00
2.577624999999999886e+02 7.956083343000000418e+00
2.538820833329999971e+02 8.116212506000000104e+00
2.506850000000000023e+02 7.827958339000000265e+00
2.477366666670000086e+02 8.006891670999999988e+00
2.496995833329999925e+02 7.598045835999999831e+00
2.525850000000000080e+02 7.279475000999999779e+00
2.527024999999999864e+02 6.826170835000000103e+00
2.531062499999999886e+02 6.712233333000000357e+00
2.507137500000000045e+02 6.648595837000000230e+00
2.552862499999999955e+02 6.665491665000000232e+00
2.513983333330000107e+02 6.324495836999999732e+00
2.487979166670000097e+02 6.453295833000000314e+00
2.534995833330000039e+02 6.833008330000000186e+00
2.503404166669999995e+02 6.641291669000000120e+00
2.548000000000000114e+02 6.689512501000000277e+00
2.514025000000000034e+02 7.191258333000000391e+00
2.569395833329999732e+02 7.687412510999999782e+00
2.542866666669999915e+02 7.974541680999999826e+00
2.502245833329999982e+02 7.951429172000000101e+00
2.500262500000000045e+02 7.921870852999999713e+00
2.542012499999999875e+02 8.440333339000000379e+00
2.552816666669999961e+02 8.170358343000000190e+00
